# color images
# file: 'rgbd_dataset_freiburg1_plant.bag'
# timestamp filename
1305032354.025237 rgb/1305032354.025237.png
1305032354.057249 rgb/1305032354.057249.png
1305032354.093194 rgb/1305032354.093194.png
1305032354.125261 rgb/1305032354.125261.png
1305032354.157308 rgb/1305032354.157308.png
1305032354.193245 rgb/1305032354.193245.png
1305032354.225326 rgb/1305032354.225326.png
1305032354.257317 rgb/1305032354.257317.png
1305032354.293299 rgb/1305032354.293299.png
1305032354.325326 rgb/1305032354.325326.png
1305032354.357420 rgb/1305032354.357420.png
1305032354.394078 rgb/1305032354.394078.png
1305032354.425381 rgb/1305032354.425381.png
1305032354.457427 rgb/1305032354.457427.png
1305032354.493265 rgb/1305032354.493265.png
1305032354.525430 rgb/1305032354.525430.png
1305032354.557471 rgb/1305032354.557471.png
1305032354.593446 rgb/1305032354.593446.png
1305032354.625455 rgb/1305032354.625455.png
1305032354.657511 rgb/1305032354.657511.png
1305032354.693491 rgb/1305032354.693491.png
1305032354.725481 rgb/1305032354.725481.png
1305032354.757506 rgb/1305032354.757506.png
1305032354.793541 rgb/1305032354.793541.png
1305032354.825638 rgb/1305032354.825638.png
1305032354.857806 rgb/1305032354.857806.png
1305032354.893584 rgb/1305032354.893584.png
1305032354.925606 rgb/1305032354.925606.png
1305032354.957696 rgb/1305032354.957696.png
1305032354.993644 rgb/1305032354.993644.png
